CID,IUPACName,IsomericSMILES,MolecularFormula,MolecularWeight,Synonyms,HBondDonorCount,HBondAcceptorCount
"139163205","copper;2-[(E)-(dibenzylcarbamoylhydrazinylidene)methyl]-5-hydroxyphenolate;pyridine;nitrate","C1=CC=C(C=C1)CN(CC2=CC=CC=C2)C(=O)N/N=C/C3=C(C=C(C=C3)O)[O-].C1=CC=NC=C1.[N+](=O)([O-])[O-].[Cu+2]","C27H25CuN5O6","579.1","[]","2","8"
"132517536","(12S,27S)-12,27-bis[(3,4-dihydroxyphenyl)methyl]-4,15,19,30-tetramethyl-3,7,14,18,22,29-hexaoxa-11,26,31,32,33,34,35,36-octazaheptacyclo[26.2.1.12,5.16,9.113,16.117,20.121,24]hexatriaconta-1(30),2(36),4,6(35),8,13(34),15,17(33),19,21(32),23,28(31)-dodecaene-10,25-dione","CC1=C2C3=NC(=C(O3)C)C4=NC(=CO4)C(=O)N[C@H](C5=NC(=C(O5)C)C6=NC(=C(O6)C)C7=NC(=CO7)C(=O)N[C@H](C(=N2)O1)CC8=CC(=C(C=C8)O)O)CC9=CC(=C(C=C9)O)O","C40H32N8O12","816.7","['J3.544.484J', '(2S,17S)-2,17-Bis(3,4-dihydroxybenzyl)-10,14,25,29-tetramethyl-7,11,15,22,26,30-hexaoxa-3,18,31,32,33,34,35,36-octaazaheptacyclo[26.2.1.15,8.19,12.113,16.120,23.124,27]hexatriacontane-1(31),5,8(36),9,12(35),13,16(34),20,23(33),24,27(32),28-dodecaene-4,19-dione']","6","18"
"132517536","(12S,27S)-12,27-bis[(3,4-dihydroxyphenyl)methyl]-4,15,19,30-tetramethyl-3,7,14,18,22,29-hexaoxa-11,26,31,32,33,34,35,36-octazaheptacyclo[26.2.1.12,5.16,9.113,16.117,20.121,24]hexatriaconta-1(30),2(36),4,6(35),8,13(34),15,17(33),19,21(32),23,28(31)-dodecaene-10,25-dione","CC1=C2C3=NC(=C(O3)C)C4=NC(=CO4)C(=O)N[C@H](C5=NC(=C(O5)C)C6=NC(=C(O6)C)C7=NC(=CO7)C(=O)N[C@H](C(=N2)O1)CC8=CC(=C(C=C8)O)O)CC9=CC(=C(C=C9)O)O","C40H32N8O12","816.7","['J3.544.484J', '(2S,17S)-2,17-Bis(3,4-dihydroxybenzyl)-10,14,25,29-tetramethyl-7,11,15,22,26,30-hexaoxa-3,18,31,32,33,34,35,36-octaazaheptacyclo[26.2.1.15,8.19,12.113,16.120,23.124,27]hexatriacontane-1(31),5,8(36),9,12(35),13,16(34),20,23(33),24,27(32),28-dodecaene-4,19-dione']","6","18"
"132517536","(12S,27S)-12,27-bis[(3,4-dihydroxyphenyl)methyl]-4,15,19,30-tetramethyl-3,7,14,18,22,29-hexaoxa-11,26,31,32,33,34,35,36-octazaheptacyclo[26.2.1.12,5.16,9.113,16.117,20.121,24]hexatriaconta-1(30),2(36),4,6(35),8,13(34),15,17(33),19,21(32),23,28(31)-dodecaene-10,25-dione","CC1=C2C3=NC(=C(O3)C)C4=NC(=CO4)C(=O)N[C@H](C5=NC(=C(O5)C)C6=NC(=C(O6)C)C7=NC(=CO7)C(=O)N[C@H](C(=N2)O1)CC8=CC(=C(C=C8)O)O)CC9=CC(=C(C=C9)O)O","C40H32N8O12","816.7","['J3.544.484J', '(2S,17S)-2,17-Bis(3,4-dihydroxybenzyl)-10,14,25,29-tetramethyl-7,11,15,22,26,30-hexaoxa-3,18,31,32,33,34,35,36-octaazaheptacyclo[26.2.1.15,8.19,12.113,16.120,23.124,27]hexatriacontane-1(31),5,8(36),9,12(35),13,16(34),20,23(33),24,27(32),28-dodecaene-4,19-dione']","6","18"
"132517536","(12S,27S)-12,27-bis[(3,4-dihydroxyphenyl)methyl]-4,15,19,30-tetramethyl-3,7,14,18,22,29-hexaoxa-11,26,31,32,33,34,35,36-octazaheptacyclo[26.2.1.12,5.16,9.113,16.117,20.121,24]hexatriaconta-1(30),2(36),4,6(35),8,13(34),15,17(33),19,21(32),23,28(31)-dodecaene-10,25-dione","CC1=C2C3=NC(=C(O3)C)C4=NC(=CO4)C(=O)N[C@H](C5=NC(=C(O5)C)C6=NC(=C(O6)C)C7=NC(=CO7)C(=O)N[C@H](C(=N2)O1)CC8=CC(=C(C=C8)O)O)CC9=CC(=C(C=C9)O)O","C40H32N8O12","816.7","['J3.544.484J', '(2S,17S)-2,17-Bis(3,4-dihydroxybenzyl)-10,14,25,29-tetramethyl-7,11,15,22,26,30-hexaoxa-3,18,31,32,33,34,35,36-octaazaheptacyclo[26.2.1.15,8.19,12.113,16.120,23.124,27]hexatriacontane-1(31),5,8(36),9,12(35),13,16(34),20,23(33),24,27(32),28-dodecaene-4,19-dione']","6","18"
"132517536","(12S,27S)-12,27-bis[(3,4-dihydroxyphenyl)methyl]-4,15,19,30-tetramethyl-3,7,14,18,22,29-hexaoxa-11,26,31,32,33,34,35,36-octazaheptacyclo[26.2.1.12,5.16,9.113,16.117,20.121,24]hexatriaconta-1(30),2(36),4,6(35),8,13(34),15,17(33),19,21(32),23,28(31)-dodecaene-10,25-dione","CC1=C2C3=NC(=C(O3)C)C4=NC(=CO4)C(=O)N[C@H](C5=NC(=C(O5)C)C6=NC(=C(O6)C)C7=NC(=CO7)C(=O)N[C@H](C(=N2)O1)CC8=CC(=C(C=C8)O)O)CC9=CC(=C(C=C9)O)O","C40H32N8O12","816.7","['J3.544.484J', '(2S,17S)-2,17-Bis(3,4-dihydroxybenzyl)-10,14,25,29-tetramethyl-7,11,15,22,26,30-hexaoxa-3,18,31,32,33,34,35,36-octaazaheptacyclo[26.2.1.15,8.19,12.113,16.120,23.124,27]hexatriacontane-1(31),5,8(36),9,12(35),13,16(34),20,23(33),24,27(32),28-dodecaene-4,19-dione']","6","18"
"132517536","(12S,27S)-12,27-bis[(3,4-dihydroxyphenyl)methyl]-4,15,19,30-tetramethyl-3,7,14,18,22,29-hexaoxa-11,26,31,32,33,34,35,36-octazaheptacyclo[26.2.1.12,5.16,9.113,16.117,20.121,24]hexatriaconta-1(30),2(36),4,6(35),8,13(34),15,17(33),19,21(32),23,28(31)-dodecaene-10,25-dione","CC1=C2C3=NC(=C(O3)C)C4=NC(=CO4)C(=O)N[C@H](C5=NC(=C(O5)C)C6=NC(=C(O6)C)C7=NC(=CO7)C(=O)N[C@H](C(=N2)O1)CC8=CC(=C(C=C8)O)O)CC9=CC(=C(C=C9)O)O","C40H32N8O12","816.7","['J3.544.484J', '(2S,17S)-2,17-Bis(3,4-dihydroxybenzyl)-10,14,25,29-tetramethyl-7,11,15,22,26,30-hexaoxa-3,18,31,32,33,34,35,36-octaazaheptacyclo[26.2.1.15,8.19,12.113,16.120,23.124,27]hexatriacontane-1(31),5,8(36),9,12(35),13,16(34),20,23(33),24,27(32),28-dodecaene-4,19-dione']","6","18"
"132517536","(12S,27S)-12,27-bis[(3,4-dihydroxyphenyl)methyl]-4,15,19,30-tetramethyl-3,7,14,18,22,29-hexaoxa-11,26,31,32,33,34,35,36-octazaheptacyclo[26.2.1.12,5.16,9.113,16.117,20.121,24]hexatriaconta-1(30),2(36),4,6(35),8,13(34),15,17(33),19,21(32),23,28(31)-dodecaene-10,25-dione","CC1=C2C3=NC(=C(O3)C)C4=NC(=CO4)C(=O)N[C@H](C5=NC(=C(O5)C)C6=NC(=C(O6)C)C7=NC(=CO7)C(=O)N[C@H](C(=N2)O1)CC8=CC(=C(C=C8)O)O)CC9=CC(=C(C=C9)O)O","C40H32N8O12","816.7","['J3.544.484J', '(2S,17S)-2,17-Bis(3,4-dihydroxybenzyl)-10,14,25,29-tetramethyl-7,11,15,22,26,30-hexaoxa-3,18,31,32,33,34,35,36-octaazaheptacyclo[26.2.1.15,8.19,12.113,16.120,23.124,27]hexatriacontane-1(31),5,8(36),9,12(35),13,16(34),20,23(33),24,27(32),28-dodecaene-4,19-dione']","6","18"
"132517536","(12S,27S)-12,27-bis[(3,4-dihydroxyphenyl)methyl]-4,15,19,30-tetramethyl-3,7,14,18,22,29-hexaoxa-11,26,31,32,33,34,35,36-octazaheptacyclo[26.2.1.12,5.16,9.113,16.117,20.121,24]hexatriaconta-1(30),2(36),4,6(35),8,13(34),15,17(33),19,21(32),23,28(31)-dodecaene-10,25-dione","CC1=C2C3=NC(=C(O3)C)C4=NC(=CO4)C(=O)N[C@H](C5=NC(=C(O5)C)C6=NC(=C(O6)C)C7=NC(=CO7)C(=O)N[C@H](C(=N2)O1)CC8=CC(=C(C=C8)O)O)CC9=CC(=C(C=C9)O)O","C40H32N8O12","816.7","['J3.544.484J', '(2S,17S)-2,17-Bis(3,4-dihydroxybenzyl)-10,14,25,29-tetramethyl-7,11,15,22,26,30-hexaoxa-3,18,31,32,33,34,35,36-octaazaheptacyclo[26.2.1.15,8.19,12.113,16.120,23.124,27]hexatriacontane-1(31),5,8(36),9,12(35),13,16(34),20,23(33),24,27(32),28-dodecaene-4,19-dione']","6","18"
"132517536","(12S,27S)-12,27-bis[(3,4-dihydroxyphenyl)methyl]-4,15,19,30-tetramethyl-3,7,14,18,22,29-hexaoxa-11,26,31,32,33,34,35,36-octazaheptacyclo[26.2.1.12,5.16,9.113,16.117,20.121,24]hexatriaconta-1(30),2(36),4,6(35),8,13(34),15,17(33),19,21(32),23,28(31)-dodecaene-10,25-dione","CC1=C2C3=NC(=C(O3)C)C4=NC(=CO4)C(=O)N[C@H](C5=NC(=C(O5)C)C6=NC(=C(O6)C)C7=NC(=CO7)C(=O)N[C@H](C(=N2)O1)CC8=CC(=C(C=C8)O)O)CC9=CC(=C(C=C9)O)O","C40H32N8O12","816.7","['J3.544.484J', '(2S,17S)-2,17-Bis(3,4-dihydroxybenzyl)-10,14,25,29-tetramethyl-7,11,15,22,26,30-hexaoxa-3,18,31,32,33,34,35,36-octaazaheptacyclo[26.2.1.15,8.19,12.113,16.120,23.124,27]hexatriacontane-1(31),5,8(36),9,12(35),13,16(34),20,23(33),24,27(32),28-dodecaene-4,19-dione']","6","18"
"149489255","(12S,27S)-12,27-bis[(4-hydroxyphenyl)methyl]-4,15,19,30-tetramethyl-3,7,14,18,22,29-hexaoxa-11,26,31,32,33,34,35,36-octazaheptacyclo[26.2.1.12,5.16,9.113,16.117,20.121,24]hexatriaconta-1(30),2(36),4,6(35),8,13(34),15,17(33),19,21(32),23,28(31)-dodecaene-10,25-dione","CC1=C2C3=NC(=C(O3)C)C4=NC(=CO4)C(=O)N[C@H](C5=NC(=C(O5)C)C6=NC(=C(O6)C)C7=NC(=CO7)C(=O)N[C@H](C(=N2)O1)CC8=CC=C(C=C8)O)CC9=CC=C(C=C9)O","C40H32N8O10","784.7","['CHEMBL4577576']","4","16"
"149489255","(12S,27S)-12,27-bis[(4-hydroxyphenyl)methyl]-4,15,19,30-tetramethyl-3,7,14,18,22,29-hexaoxa-11,26,31,32,33,34,35,36-octazaheptacyclo[26.2.1.12,5.16,9.113,16.117,20.121,24]hexatriaconta-1(30),2(36),4,6(35),8,13(34),15,17(33),19,21(32),23,28(31)-dodecaene-10,25-dione","CC1=C2C3=NC(=C(O3)C)C4=NC(=CO4)C(=O)N[C@H](C5=NC(=C(O5)C)C6=NC(=C(O6)C)C7=NC(=CO7)C(=O)N[C@H](C(=N2)O1)CC8=CC=C(C=C8)O)CC9=CC=C(C=C9)O","C40H32N8O10","784.7","['CHEMBL4577576']","4","16"
"149489255","(12S,27S)-12,27-bis[(4-hydroxyphenyl)methyl]-4,15,19,30-tetramethyl-3,7,14,18,22,29-hexaoxa-11,26,31,32,33,34,35,36-octazaheptacyclo[26.2.1.12,5.16,9.113,16.117,20.121,24]hexatriaconta-1(30),2(36),4,6(35),8,13(34),15,17(33),19,21(32),23,28(31)-dodecaene-10,25-dione","CC1=C2C3=NC(=C(O3)C)C4=NC(=CO4)C(=O)N[C@H](C5=NC(=C(O5)C)C6=NC(=C(O6)C)C7=NC(=CO7)C(=O)N[C@H](C(=N2)O1)CC8=CC=C(C=C8)O)CC9=CC=C(C=C9)O","C40H32N8O10","784.7","['CHEMBL4577576']","4","16"
"149489255","(12S,27S)-12,27-bis[(4-hydroxyphenyl)methyl]-4,15,19,30-tetramethyl-3,7,14,18,22,29-hexaoxa-11,26,31,32,33,34,35,36-octazaheptacyclo[26.2.1.12,5.16,9.113,16.117,20.121,24]hexatriaconta-1(30),2(36),4,6(35),8,13(34),15,17(33),19,21(32),23,28(31)-dodecaene-10,25-dione","CC1=C2C3=NC(=C(O3)C)C4=NC(=CO4)C(=O)N[C@H](C5=NC(=C(O5)C)C6=NC(=C(O6)C)C7=NC(=CO7)C(=O)N[C@H](C(=N2)O1)CC8=CC=C(C=C8)O)CC9=CC=C(C=C9)O","C40H32N8O10","784.7","['CHEMBL4577576']","4","16"
"149489255","(12S,27S)-12,27-bis[(4-hydroxyphenyl)methyl]-4,15,19,30-tetramethyl-3,7,14,18,22,29-hexaoxa-11,26,31,32,33,34,35,36-octazaheptacyclo[26.2.1.12,5.16,9.113,16.117,20.121,24]hexatriaconta-1(30),2(36),4,6(35),8,13(34),15,17(33),19,21(32),23,28(31)-dodecaene-10,25-dione","CC1=C2C3=NC(=C(O3)C)C4=NC(=CO4)C(=O)N[C@H](C5=NC(=C(O5)C)C6=NC(=C(O6)C)C7=NC(=CO7)C(=O)N[C@H](C(=N2)O1)CC8=CC=C(C=C8)O)CC9=CC=C(C=C9)O","C40H32N8O10","784.7","['CHEMBL4577576']","4","16"
"149489255","(12S,27S)-12,27-bis[(4-hydroxyphenyl)methyl]-4,15,19,30-tetramethyl-3,7,14,18,22,29-hexaoxa-11,26,31,32,33,34,35,36-octazaheptacyclo[26.2.1.12,5.16,9.113,16.117,20.121,24]hexatriaconta-1(30),2(36),4,6(35),8,13(34),15,17(33),19,21(32),23,28(31)-dodecaene-10,25-dione","CC1=C2C3=NC(=C(O3)C)C4=NC(=CO4)C(=O)N[C@H](C5=NC(=C(O5)C)C6=NC(=C(O6)C)C7=NC(=CO7)C(=O)N[C@H](C(=N2)O1)CC8=CC=C(C=C8)O)CC9=CC=C(C=C9)O","C40H32N8O10","784.7","['CHEMBL4577576']","4","16"
"149489255","(12S,27S)-12,27-bis[(4-hydroxyphenyl)methyl]-4,15,19,30-tetramethyl-3,7,14,18,22,29-hexaoxa-11,26,31,32,33,34,35,36-octazaheptacyclo[26.2.1.12,5.16,9.113,16.117,20.121,24]hexatriaconta-1(30),2(36),4,6(35),8,13(34),15,17(33),19,21(32),23,28(31)-dodecaene-10,25-dione","CC1=C2C3=NC(=C(O3)C)C4=NC(=CO4)C(=O)N[C@H](C5=NC(=C(O5)C)C6=NC(=C(O6)C)C7=NC(=CO7)C(=O)N[C@H](C(=N2)O1)CC8=CC=C(C=C8)O)CC9=CC=C(C=C9)O","C40H32N8O10","784.7","['CHEMBL4577576']","4","16"
"149489255","(12S,27S)-12,27-bis[(4-hydroxyphenyl)methyl]-4,15,19,30-tetramethyl-3,7,14,18,22,29-hexaoxa-11,26,31,32,33,34,35,36-octazaheptacyclo[26.2.1.12,5.16,9.113,16.117,20.121,24]hexatriaconta-1(30),2(36),4,6(35),8,13(34),15,17(33),19,21(32),23,28(31)-dodecaene-10,25-dione","CC1=C2C3=NC(=C(O3)C)C4=NC(=CO4)C(=O)N[C@H](C5=NC(=C(O5)C)C6=NC(=C(O6)C)C7=NC(=CO7)C(=O)N[C@H](C(=N2)O1)CC8=CC=C(C=C8)O)CC9=CC=C(C=C9)O","C40H32N8O10","784.7","['CHEMBL4577576']","4","16"
"149489255","(12S,27S)-12,27-bis[(4-hydroxyphenyl)methyl]-4,15,19,30-tetramethyl-3,7,14,18,22,29-hexaoxa-11,26,31,32,33,34,35,36-octazaheptacyclo[26.2.1.12,5.16,9.113,16.117,20.121,24]hexatriaconta-1(30),2(36),4,6(35),8,13(34),15,17(33),19,21(32),23,28(31)-dodecaene-10,25-dione","CC1=C2C3=NC(=C(O3)C)C4=NC(=CO4)C(=O)N[C@H](C5=NC(=C(O5)C)C6=NC(=C(O6)C)C7=NC(=CO7)C(=O)N[C@H](C(=N2)O1)CC8=CC=C(C=C8)O)CC9=CC=C(C=C9)O","C40H32N8O10","784.7","['CHEMBL4577576']","4","16"
"134130865","5-[3-(dimethylamino)propyl]quinolino[4,3-b]quinoxalin-6-one","CN(C)CCCN1C2=CC=CC=C2C3=NC4=CC=CC=C4N=C3C1=O","C20H20N4O","332.4","['CHEMBL3883419', 'BDBM50208201']","0","4"
"134130865","5-[3-(dimethylamino)propyl]quinolino[4,3-b]quinoxalin-6-one","CN(C)CCCN1C2=CC=CC=C2C3=NC4=CC=CC=C4N=C3C1=O","C20H20N4O","332.4","['CHEMBL3883419', 'BDBM50208201']","0","4"
"134130865","5-[3-(dimethylamino)propyl]quinolino[4,3-b]quinoxalin-6-one","CN(C)CCCN1C2=CC=CC=C2C3=NC4=CC=CC=C4N=C3C1=O","C20H20N4O","332.4","['CHEMBL3883419', 'BDBM50208201']","0","4"
"134130865","5-[3-(dimethylamino)propyl]quinolino[4,3-b]quinoxalin-6-one","CN(C)CCCN1C2=CC=CC=C2C3=NC4=CC=CC=C4N=C3C1=O","C20H20N4O","332.4","['CHEMBL3883419', 'BDBM50208201']","0","4"
"134130889","N',N'-dimethyl-N-quinolino[4,3-b]quinoxalin-6-ylbutane-1,4-diamine","CN(C)CCCCNC1=NC2=CC=CC=C2C3=NC4=CC=CC=C4N=C31","C21H23N5","345.4","['CHEMBL3883611', 'BDBM50208207']","1","5"
"134130889","N',N'-dimethyl-N-quinolino[4,3-b]quinoxalin-6-ylbutane-1,4-diamine","CN(C)CCCCNC1=NC2=CC=CC=C2C3=NC4=CC=CC=C4N=C31","C21H23N5","345.4","['CHEMBL3883611', 'BDBM50208207']","1","5"
"134130889","N',N'-dimethyl-N-quinolino[4,3-b]quinoxalin-6-ylbutane-1,4-diamine","CN(C)CCCCNC1=NC2=CC=CC=C2C3=NC4=CC=CC=C4N=C31","C21H23N5","345.4","['CHEMBL3883611', 'BDBM50208207']","1","5"
"134130889","N',N'-dimethyl-N-quinolino[4,3-b]quinoxalin-6-ylbutane-1,4-diamine","CN(C)CCCCNC1=NC2=CC=CC=C2C3=NC4=CC=CC=C4N=C31","C21H23N5","345.4","['CHEMBL3883611', 'BDBM50208207']","1","5"
"134130889","N',N'-dimethyl-N-quinolino[4,3-b]quinoxalin-6-ylbutane-1,4-diamine","CN(C)CCCCNC1=NC2=CC=CC=C2C3=NC4=CC=CC=C4N=C31","C21H23N5","345.4","['CHEMBL3883611', 'BDBM50208207']","1","5"
"16407457","10-[4-(2-hydroxyethyl)piperazine-1-carbonyl]-16,17-dimethoxy-1,11-diazapentacyclo[10.7.1.02,7.08,20.013,18]icosa-2,4,6,8,10,12(20),13(18),14,16-nonaen-19-one","COC1=C(C2=C(C=C1)C3=C4C(=CC(=N3)C(=O)N5CCN(CC5)CCO)C6=CC=CC=C6N4C2=O)OC","C27H26N4O5","486.5","['CHEMBL4442743', 'STL517256', 'ZINC20759163', 'AKOS032436484', 'MCULE-7078179995', '2-(4-(2-hydroxyethyl)piperazine-1-carbonyl)-6,7-dimethoxy-8H-benzo[c]indolo[3,2,1-ij][1,5]naphthyridin-8-one', '2-{[4-(2-hydroxyethyl)piperazin-1-yl]carbonyl}-10,11-dimethoxy-9H-benzo[c]indolo[3,2,1-ij][1,5]naphthyridin-9-one', '904506-96-3']","1","7"
"16407457","10-[4-(2-hydroxyethyl)piperazine-1-carbonyl]-16,17-dimethoxy-1,11-diazapentacyclo[10.7.1.02,7.08,20.013,18]icosa-2,4,6,8,10,12(20),13(18),14,16-nonaen-19-one","COC1=C(C2=C(C=C1)C3=C4C(=CC(=N3)C(=O)N5CCN(CC5)CCO)C6=CC=CC=C6N4C2=O)OC","C27H26N4O5","486.5","['CHEMBL4442743', 'STL517256', 'ZINC20759163', 'AKOS032436484', 'MCULE-7078179995', '2-(4-(2-hydroxyethyl)piperazine-1-carbonyl)-6,7-dimethoxy-8H-benzo[c]indolo[3,2,1-ij][1,5]naphthyridin-8-one', '2-{[4-(2-hydroxyethyl)piperazin-1-yl]carbonyl}-10,11-dimethoxy-9H-benzo[c]indolo[3,2,1-ij][1,5]naphthyridin-9-one', '904506-96-3']","1","7"
"16407457","10-[4-(2-hydroxyethyl)piperazine-1-carbonyl]-16,17-dimethoxy-1,11-diazapentacyclo[10.7.1.02,7.08,20.013,18]icosa-2,4,6,8,10,12(20),13(18),14,16-nonaen-19-one","COC1=C(C2=C(C=C1)C3=C4C(=CC(=N3)C(=O)N5CCN(CC5)CCO)C6=CC=CC=C6N4C2=O)OC","C27H26N4O5","486.5","['CHEMBL4442743', 'STL517256', 'ZINC20759163', 'AKOS032436484', 'MCULE-7078179995', '2-(4-(2-hydroxyethyl)piperazine-1-carbonyl)-6,7-dimethoxy-8H-benzo[c]indolo[3,2,1-ij][1,5]naphthyridin-8-one', '2-{[4-(2-hydroxyethyl)piperazin-1-yl]carbonyl}-10,11-dimethoxy-9H-benzo[c]indolo[3,2,1-ij][1,5]naphthyridin-9-one', '904506-96-3']","1","7"
"128861","2-(3,4-dihydroxyphenyl)chromenylium-3,5,7-triol","C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O","C15H11O6+","287.24","['Cyanidin', 'cyanidin cation', '13306-05-3', '2-(3,4-dihydroxyphenyl)chromenylium-3,5,7-triol', "3,5,7,3',4'-Pentahydroxyflavylium", 'UNII-7732ZHU564', 'CHEMBL404515', '2-(3,4-Dihydroxyphenyl)-3,5,7-trihydroxy-1-Benzopyrylium', 'CHEBI:27843', "3,3',4',5,7-pentahydroxyflavylium", '7732ZHU564', '2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromenylium', "3,3',4',5,7-Pentahydroxy-2-phenylbenzopyrylium chloride", "3,3',4,5,7-Pentahydroxyflavylium chloride", "3,3',4',5,7-Pentahydroxyflavylium chloride", "Flavylium, 3,3',4',5,7-pentahydroxy-", 'cyanidin(1+)', 'SCHEMBL20799', 'DTXSID10157933', '1-Benzopyrylium, 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-', 'ZINC3775158', 'BDBM50241503', 'LMPK12010002', "3,3'',4'',5,7-pentahydroxyflavylium", "3,3',4',5,7-Pentahydroxyflavyliumchlorid", "3,5,7,3'''',4''''-Pentahydroxyflavylium", 'C05905', 'S00118', "3 3' 4' 5 7-pentahydroxy flavylium  chloride", "chlorure de 3,3',4',5,7-pentahydroxyflavylium", 'Q417606', '2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromenium']","5","5"
"128861","2-(3,4-dihydroxyphenyl)chromenylium-3,5,7-triol","C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O","C15H11O6+","287.24","['Cyanidin', 'cyanidin cation', '13306-05-3', '2-(3,4-dihydroxyphenyl)chromenylium-3,5,7-triol', "3,5,7,3',4'-Pentahydroxyflavylium", 'UNII-7732ZHU564', 'CHEMBL404515', '2-(3,4-Dihydroxyphenyl)-3,5,7-trihydroxy-1-Benzopyrylium', 'CHEBI:27843', "3,3',4',5,7-pentahydroxyflavylium", '7732ZHU564', '2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromenylium', "3,3',4',5,7-Pentahydroxy-2-phenylbenzopyrylium chloride", "3,3',4,5,7-Pentahydroxyflavylium chloride", "3,3',4',5,7-Pentahydroxyflavylium chloride", "Flavylium, 3,3',4',5,7-pentahydroxy-", 'cyanidin(1+)', 'SCHEMBL20799', 'DTXSID10157933', '1-Benzopyrylium, 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-', 'ZINC3775158', 'BDBM50241503', 'LMPK12010002', "3,3'',4'',5,7-pentahydroxyflavylium", "3,3',4',5,7-Pentahydroxyflavyliumchlorid", "3,5,7,3'''',4''''-Pentahydroxyflavylium", 'C05905', 'S00118', "3 3' 4' 5 7-pentahydroxy flavylium  chloride", "chlorure de 3,3',4',5,7-pentahydroxyflavylium", 'Q417606', '2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromenium']","5","5"
"128861","2-(3,4-dihydroxyphenyl)chromenylium-3,5,7-triol","C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O","C15H11O6+","287.24","['Cyanidin', 'cyanidin cation', '13306-05-3', '2-(3,4-dihydroxyphenyl)chromenylium-3,5,7-triol', "3,5,7,3',4'-Pentahydroxyflavylium", 'UNII-7732ZHU564', 'CHEMBL404515', '2-(3,4-Dihydroxyphenyl)-3,5,7-trihydroxy-1-Benzopyrylium', 'CHEBI:27843', "3,3',4',5,7-pentahydroxyflavylium", '7732ZHU564', '2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromenylium', "3,3',4',5,7-Pentahydroxy-2-phenylbenzopyrylium chloride", "3,3',4,5,7-Pentahydroxyflavylium chloride", "3,3',4',5,7-Pentahydroxyflavylium chloride", "Flavylium, 3,3',4',5,7-pentahydroxy-", 'cyanidin(1+)', 'SCHEMBL20799', 'DTXSID10157933', '1-Benzopyrylium, 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-', 'ZINC3775158', 'BDBM50241503', 'LMPK12010002', "3,3'',4'',5,7-pentahydroxyflavylium", "3,3',4',5,7-Pentahydroxyflavyliumchlorid", "3,5,7,3'''',4''''-Pentahydroxyflavylium", 'C05905', 'S00118', "3 3' 4' 5 7-pentahydroxy flavylium  chloride", "chlorure de 3,3',4',5,7-pentahydroxyflavylium", 'Q417606', '2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromenium']","5","5"
"128861","2-(3,4-dihydroxyphenyl)chromenylium-3,5,7-triol","C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O","C15H11O6+","287.24","['Cyanidin', 'cyanidin cation', '13306-05-3', '2-(3,4-dihydroxyphenyl)chromenylium-3,5,7-triol', "3,5,7,3',4'-Pentahydroxyflavylium", 'UNII-7732ZHU564', 'CHEMBL404515', '2-(3,4-Dihydroxyphenyl)-3,5,7-trihydroxy-1-Benzopyrylium', 'CHEBI:27843', "3,3',4',5,7-pentahydroxyflavylium", '7732ZHU564', '2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromenylium', "3,3',4',5,7-Pentahydroxy-2-phenylbenzopyrylium chloride", "3,3',4,5,7-Pentahydroxyflavylium chloride", "3,3',4',5,7-Pentahydroxyflavylium chloride", "Flavylium, 3,3',4',5,7-pentahydroxy-", 'cyanidin(1+)', 'SCHEMBL20799', 'DTXSID10157933', '1-Benzopyrylium, 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-', 'ZINC3775158', 'BDBM50241503', 'LMPK12010002', "3,3'',4'',5,7-pentahydroxyflavylium", "3,3',4',5,7-Pentahydroxyflavyliumchlorid", "3,5,7,3'''',4''''-Pentahydroxyflavylium", 'C05905', 'S00118', "3 3' 4' 5 7-pentahydroxy flavylium  chloride", "chlorure de 3,3',4',5,7-pentahydroxyflavylium", 'Q417606', '2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromenium']","5","5"
